Name,Synonym,Formula,CAS,MW,form,Melting point,Boiling point,density,Solubility in 100 mL of water,Unnamed: 10,Target,mass_frac
Lutetium chloride hexahydrate,,LuCl3+6H2O,15230-79-2,389.417,col cry,dec 150,,,,,O,0.246512690436
Lutetium fluoride,,LuF3,13760-81-1,231.962,orth cry,1182,2200,8.3,,,F,0.245709030356
Lutetium fluoride,,LuF3,13760-81-1,231.962,orth cry,1182,2200,8.3,,,Lu,0.754290969644
Lutetium iodide,Lutetium triiodide,LuI3,13813-45-1,555.68,brn hex cry; hyg,1050,,5.6,,,I,0.685130163217
Lutetium iodide,Lutetium triiodide,LuI3,13813-45-1,555.68,brn hex cry; hyg,1050,,5.6,,,Lu,0.314869836783
Lutetium iron oxide,Iron lutetium garnet,Lu3Fe5O12,12023-71-1,996.119,cry,,,,,,Fe,0.280312950624
Lutetium iron oxide,Iron lutetium garnet,Lu3Fe5O12,12023-71-1,996.119,cry,,,,,,Lu,0.526946183528
Lutetium iron oxide,Iron lutetium garnet,Lu3Fe5O12,12023-71-1,996.119,cry,,,,,,O,0.192740865849
Lutetium nitrate,,Lu(NO3)3,10099-67-9,360.982,hyg col solid,,,,,,Lu,0.484697700742
Lutetium nitrate,,Lu(NO3)3,10099-67-9,360.982,hyg col solid,,,,,,N,0.116405069841
Lutetium nitrate,,Lu(NO3)3,10099-67-9,360.982,hyg col solid,,,,,,O,0.398897229416
Lutetium nitride,,LuN,12125-25-6,188.974,cub cry,,,11.6,,,Lu,0.92588016216
Lutetium nitride,,LuN,12125-25-6,188.974,cub cry,,,11.6,,,N,0.0741198378399
Lutetium oxide,,Lu2O3,12032-20-1,397.932,wh cub cry or powder,2427,3980,9.41,,,Lu,0.879380959872
Lutetium oxide,,Lu2O3,12032-20-1,397.932,wh cub cry or powder,2427,3980,9.41,,,O,0.120619040128
Lutetium perchlorate hexahydrate,,Lu(ClO4)3+6H2O,14646-29-8,581.41,col cry,dec 350 (anh),,,,,Cl,0.182932719066
Lutetium perchlorate hexahydrate,,Lu(ClO4)3+6H2O,14646-29-8,581.41,col cry,dec 350 (anh),,,,,H,0.0208033401806
Lutetium perchlorate hexahydrate,,Lu(ClO4)3+6H2O,14646-29-8,581.41,col cry,dec 350 (anh),,,,,Lu,0.300935407975
Lutetium perchlorate hexahydrate,,Lu(ClO4)3+6H2O,14646-29-8,581.41,col cry,dec 350 (anh),,,,,O,0.495328532778
Lutetium sulfate,,Lu2(SO4)3,14986-89-1,638.122,wh pow,dec >850,,,,,Lu,0.54838120246
Lutetium sulfate,,Lu2(SO4)3,14986-89-1,638.122,wh pow,dec >850,,,,,O,0.30087171446
Lutetium sulfate,,Lu2(SO4)3,14986-89-1,638.122,wh pow,dec >850,,,,,S,0.15074708308
Lutetium sulfate octahydrate,,Lu2(SO4)3+8H2O,13473-77-3,782.244,col cry,,,,42.32,,H,0.0206163795125
Lutetium sulfate octahydrate,,Lu2(SO4)3+8H2O,13473-77-3,782.244,col cry,,,,42.32,,Lu,0.447346329414
Lutetium sulfate octahydrate,,Lu2(SO4)3+8H2O,13473-77-3,782.244,col cry,,,,42.32,,O,0.409064158546
Lutetium sulfate octahydrate,,Lu2(SO4)3+8H2O,13473-77-3,782.244,col cry,,,,42.32,,S,0.122973132528
Lutetium sulfide,,Lu2S3,12163-20-1,446.129,gray rhomb cry,1750 dec,,6.26,,,Lu,0.784378509355
Lutetium sulfide,,Lu2S3,12163-20-1,446.129,gray rhomb cry,1750 dec,,6.26,,,S,0.215621490645
Lutetium telluride,,Lu2Te3,12163-22-3,732.73,orth cry,,,7.8,,,Lu,0.477573034689
Lutetium telluride,,Lu2Te3,12163-22-3,732.73,orth cry,,,7.8,,,Te,0.522426965311
Magnesium,,Mg,7439-95-4,24.305,silv-wh metal,650,1090,1.74,,,Mg,1.0
Magnesium acetate,,Mg(C2H3O2)2,142-72-3,142.394,wh orth/monocl cry,323 dec,,1.50,65.625,,C,0.337395704172
Magnesium acetate,,Mg(C2H3O2)2,142-72-3,142.394,wh orth/monocl cry,323 dec,,1.50,65.625,,H,0.0424714578746
Magnesium acetate,,Mg(C2H3O2)2,142-72-3,142.394,wh orth/monocl cry,323 dec,,1.50,65.625,,Mg,0.170689522465
Magnesium acetate,,Mg(C2H3O2)2,142-72-3,142.394,wh orth/monocl cry,323 dec,,1.50,65.625,,O,0.449443315488
Magnesium acetate monohydrate,,Mg(C2H3O2)2+H2O,60582-92-5,160.409,orth cry,,,1.55,,,C,0.299503167915
Magnesium acetate monohydrate,,Mg(C2H3O2)2+H2O,60582-92-5,160.409,orth cry,,,1.55,,,H,0.0502687142413
Magnesium acetate monohydrate,,Mg(C2H3O2)2+H2O,60582-92-5,160.409,orth cry,,,1.55,,,Mg,0.151519572052
Magnesium acetate monohydrate,,Mg(C2H3O2)2+H2O,60582-92-5,160.409,orth cry,,,1.55,,,O,0.498708545791
Mercury(II) sulfide (black),Metacinnabar,HgS,1344-48-5,232.66,blk cub cry or powder,850,,7.70,,,Hg,0.862177902903
Mercury(II) sulfide (black),Metacinnabar,HgS,1344-48-5,232.66,blk cub cry or powder,850,,7.70,,,S,0.137822097097
Mercury(II) telluride,Coloradoite,HgTe,12068-90-5,328.19,gray cub cry,673,,8.63,,,Hg,0.611200828788
Mercury(II) telluride,Coloradoite,HgTe,12068-90-5,328.19,gray cub cry,673,,8.63,,,Te,0.388799171212
Mercury(II) thiocyanate,Mercuric thiocyanate,Hg(SCN)2,592-85-8,316.75,monocl cry,≈165 dec,,3.71,0.07025,,C,0.0758359462903
Mercury(II) thiocyanate,Mercuric thiocyanate,Hg(SCN)2,592-85-8,316.75,monocl cry,≈165 dec,,3.71,0.07025,,Hg,0.633265857376
Mercury(II) thiocyanate,Mercuric thiocyanate,Hg(SCN)2,592-85-8,316.75,monocl cry,≈165 dec,,3.71,0.07025,,N,0.0884387545193
Mercury(II) thiocyanate,Mercuric thiocyanate,Hg(SCN)2,592-85-8,316.75,monocl cry,≈165 dec,,3.71,0.07025,,S,0.202459441814
Mercury(I) thiocyanate,Mercurous thiocyanate,Hg2(SCN)2,,517.34,col powder,dec,,,0.0325,,C,0.0464320893918
Mercury(I) thiocyanate,Mercurous thiocyanate,Hg2(SCN)2,,517.34,col powder,dec,,,0.0325,,Hg,0.775459616101
Mercury(I) thiocyanate,Mercurous thiocyanate,Hg2(SCN)2,,517.34,col powder,dec,,,0.0325,,N,0.0541484132053
Mercury(I) thiocyanate,Mercurous thiocyanate,Hg2(SCN)2,,517.34,col powder,dec,,,0.0325,,S,0.123959881302
Mercury(II) tungstate,Mercury(II) tungsten oxide,HgWO4,37913-38-5,448.43,yel cry,dec,,,,,Hg,0.4473185861
Mercury(II) tungstate,Mercury(II) tungsten oxide,HgWO4,37913-38-5,448.43,yel cry,dec,,,,,O,0.142715568801
Mercury(II) tungstate,Mercury(II) tungsten oxide,HgWO4,37913-38-5,448.43,yel cry,dec,,,,,W,0.4099658451
Mercury(I) tungstate,Mercury(I) tungsten oxide,Hg2WO4,38705-19-0,649.02,yel amorp solid,dec,,,,,Hg,0.618134238578
Mercury(I) tungstate,Mercury(I) tungsten oxide,Hg2WO4,38705-19-0,649.02,yel amorp solid,dec,,,,,O,0.0986068790738
Mercury(I) tungstate,Mercury(I) tungsten oxide,Hg2WO4,38705-19-0,649.02,yel amorp solid,dec,,,,,W,0.283258882348
Metaboric acid (α form),,HBO2,13460-50-9,43.818,col orth cry; hyg,176,,1.784,,,B,0.246726554131
Metaboric acid (α form),,HBO2,13460-50-9,43.818,col orth cry; hyg,176,,1.784,,,H,0.0230030120221
Metaboric acid (α form),,HBO2,13460-50-9,43.818,col orth cry; hyg,176,,1.784,,,O,0.730270433847
Metaboric acid (β form),,HBO2,13460-50-9,43.818,col monocl cry; hyg,201,,2.045,,,B,0.246726554131
Metaboric acid (β form),,HBO2,13460-50-9,43.818,col monocl cry; hyg,201,,2.045,,,H,0.0230030120221
Metaboric acid (β form),,HBO2,13460-50-9,43.818,col monocl cry; hyg,201,,2.045,,,O,0.730270433847
Metaboric acid (γ form),,HBO2,13460-50-9,43.818,col cub cry,236,,2.487,,,B,0.246726554131
Metaboric acid (γ form),,HBO2,13460-50-9,43.818,col cub cry,236,,2.487,,,H,0.0230030120221
Metaboric acid (γ form),,HBO2,13460-50-9,43.818,col cub cry,236,,2.487,,,O,0.730270433847
Metaphosphoric acid,,HPO3,37267-86-0,79.98,gl solid; hyg,,,,,,H,0.012602416042
Metaphosphoric acid,,HPO3,37267-86-0,79.98,gl solid; hyg,,,,,,O,0.600128267224
Metaphosphoric acid,,HPO3,37267-86-0,79.98,gl solid; hyg,,,,,,P,0.387269316734
Metasilicic acid,,H2SiO3,7699-41-4,78.1,wh amorp powder,,,,,,H,0.0258116624955
Metasilicic acid,,H2SiO3,7699-41-4,78.1,wh amorp powder,,,,,,O,0.614576928583
Metasilicic acid,,H2SiO3,7699-41-4,78.1,wh amorp powder,,,,,,Si,0.359611408922
Methyldichloroaluminum,Methyl aluminum dichloride,AlCl2CH3,917-65-7,112.923,cry,72.7,95100,,,,Al,0.238939485646
Methyldichloroaluminum,Methyl aluminum dichloride,AlCl2CH3,917-65-7,112.923,cry,72.7,95100,,,,C,0.106362743904
Methyldichloroaluminum,Methyl aluminum dichloride,AlCl2CH3,917-65-7,112.923,cry,72.7,95100,,,,Cl,0.627919831423
Methyldichloroaluminum,Methyl aluminum dichloride,AlCl2CH3,917-65-7,112.923,cry,72.7,95100,,,,H,0.0267779390271
Methylgermane,,GeH3CH3,1449-65-6,90.7,col gas,-158,-23,3.706 g/L,,,C,0.132424694873
Methylgermane,,GeH3CH3,1449-65-6,90.7,col gas,-158,-23,3.706 g/L,,,Ge,0.800896686753
Methylgermane,,GeH3CH3,1449-65-6,90.7,col gas,-158,-23,3.706 g/L,,,H,0.0666786183738
Methylsilane,,SiH3CH3,992-94-9,46.145,col gas,-156.5,-57.5,,,,C,0.260288263829
Methylsilane,,SiH3CH3,992-94-9,46.145,col gas,-156.5,-57.5,,,,H,0.131060613941
Methylsilane,,SiH3CH3,992-94-9,46.145,col gas,-156.5,-57.5,,,,Si,0.60865112223
Methylstannane,,SnH3CH3,1631-78-3,136.769,col gas,,1.4,5.590 g/L,,,C,0.0878178385436
Methylstannane,,SnH3CH3,1631-78-3,136.769,col gas,,1.4,5.590 g/L,,,H,0.0442181282598
Methylstannane,,SnH3CH3,1631-78-3,136.769,col gas,,1.4,5.590 g/L,,,Sn,0.867964033197
Molybdenum,,Mo,7439-98-7,95.94,gray-blk metal; cub,2623,4639,10.2,,,Mo,1.0
Molybdenum(VI) acid monohydrate,Molybdic acid monohydrate,H2MoO4+H2O,7782-91-4,179.97,wh powder,,,3.1,,,H,0.0224025547545
Molybdenum(VI) acid monohydrate,Molybdic acid monohydrate,H2MoO4+H2O,7782-91-4,179.97,wh powder,,,3.1,,,Mo,0.533092521169
Molybdenum(VI) acid monohydrate,Molybdic acid monohydrate,H2MoO4+H2O,7782-91-4,179.97,wh powder,,,3.1,,,O,0.444504924077
Molybdenum boride (Mo2B),,Mo2B,12006-99-4,202.69,refrac tetr cry,2000,,9.2,,,B,0.0533373460094
Molybdenum boride (Mo2B),,Mo2B,12006-99-4,202.69,refrac tetr cry,2000,,9.2,,,Mo,0.946662653991
Molybdenum boride (Mo2B5),Molybdenum pentaboride,Mo2B5,12007-97-5,245.94,refrac hex cry,1600,,7.2,,,B,0.219793847968
Molybdenum boride (Mo2B5),Molybdenum pentaboride,Mo2B5,12007-97-5,245.94,refrac hex cry,1600,,7.2,,,Mo,0.780206152032
Molybdenum(II) bromide,Molybdenum dibromide,MoBr2,13446-56-5,255.75,yel-red cry,dec 700,,4.88,,,Br,0.624865101584
Molybdenum(II) bromide,Molybdenum dibromide,MoBr2,13446-56-5,255.75,yel-red cry,dec 700,,4.88,,,Mo,0.375134898416
Molybdenum(III) bromide,Molybdenum tribromide,MoBr3,13446-57-6,335.65,grn hex cry,dec 500,,4.89,,,Br,0.714168245683
Molybdenum(III) bromide,Molybdenum tribromide,MoBr3,13446-57-6,335.65,grn hex cry,dec 500,,4.89,,,Mo,0.285831754317
Molybdenum(IV) bromide,Molybdenum tetrabromide,MoBr4,13520-59-7,415.56,blk cry,dec 110,,,,,Br,0.769128589167
Molybdenum(IV) bromide,Molybdenum tetrabromide,MoBr4,13520-59-7,415.56,blk cry,dec 110,,,,,Mo,0.230871410833
Molybdenum carbide (MoC),,MoC,12011-97-1,107.95,refrac solid; cub,2577,,,,,C,0.111260973759
Molybdenum carbide (MoC),,MoC,12011-97-1,107.95,refrac solid; cub,2577,,,,,Mo,0.888739026241
Molybdenum carbide (Mo2C),,Mo2C,12069-89-5,203.89,gray orth cry,2687,,9.18,,,C,0.0589075421292
Molybdenum carbide (Mo2C),,Mo2C,12069-89-5,203.89,gray orth cry,2687,,9.18,,,Mo,0.941092457871
Molybdenum carbonyl,Molybdenum hexacarbonyl,Mo(CO)6,13939-06-5,264.0,wh orth cry,148,155 dec,1.96,,,C,0.272969834159
Molybdenum carbonyl,Molybdenum hexacarbonyl,Mo(CO)6,13939-06-5,264.0,wh orth cry,148,155 dec,1.96,,,Mo,0.363408264981
Molybdenum carbonyl,Molybdenum hexacarbonyl,Mo(CO)6,13939-06-5,264.0,wh orth cry,148,155 dec,1.96,,,O,0.363621900859
Molybdenum(II) chloride,Molybdenum dichloride,MoCl2,13478-17-6,166.85,yel cry,dec 500,,3.71,,,Cl,0.424978722894
Molybdenum(II) chloride,Molybdenum dichloride,MoCl2,13478-17-6,166.85,yel cry,dec 500,,3.71,,,Mo,0.575021277106
Molybdenum(III) chloride,Molybdenum trichloride,MoCl3,13478-18-7,202.3,dark red monocl cry,dec 400,,3.74,,,Cl,0.525751486661
Molybdenum(III) chloride,Molybdenum trichloride,MoCl3,13478-18-7,202.3,dark red monocl cry,dec 400,,3.74,,,Mo,0.474248513339
Molybdenum(IV) chloride,Molybdenum tetrachloride,MoCl4,13320-71-3,237.75,blk cry,317,,,,,Cl,0.596470271543
Molybdenum(IV) chloride,Molybdenum tetrachloride,MoCl4,13320-71-3,237.75,blk cry,317,,,,,Mo,0.403529728457
Molybdenum(V) chloride,Molybdenum pentachloride,MoCl5,10241-05-1,273.21,grn-blk monocl cry; hyg,194,268,2.93,,,Cl,0.648835123808
Molybdenum(V) chloride,Molybdenum pentachloride,MoCl5,10241-05-1,273.21,grn-blk monocl cry; hyg,194,268,2.93,,,Mo,0.351164876192
Molybdenum(VI) dioxydichloride,Molybdenum oxychloride,MoO2Cl2,13637-68-8,198.85,yel-oran solid,176,250,3.31,,,Cl,0.356589661887
Molybdenum(VI) dioxydichloride,Molybdenum oxychloride,MoO2Cl2,13637-68-8,198.85,yel-oran solid,176,250,3.31,,,Mo,0.482486844011
Molybdenum(VI) dioxydichloride,Molybdenum oxychloride,MoO2Cl2,13637-68-8,198.85,yel-oran solid,176,250,3.31,,,O,0.160923494102
Molybdenum(VI) dioxydifluoride,Molybdenum(VI) fluoride oxide,MoO2F2,13824-57-2,165.94,pale lilac cry,subl 270,,3.5,,,F,0.22898525051
Molybdenum(VI) dioxydifluoride,Molybdenum(VI) fluoride oxide,MoO2F2,13824-57-2,165.94,pale lilac cry,subl 270,,3.5,,,Mo,0.578176089397
Molybdenum(VI) dioxydifluoride,Molybdenum(VI) fluoride oxide,MoO2F2,13824-57-2,165.94,pale lilac cry,subl 270,,3.5,,,O,0.192838660094
Molybdenum(III) fluoride,Molybdenum trifluoride,MoF3,20193-58-2,152.94,yel-brn hex cry,>600,,4.64,,,F,0.372675525466
Molybdenum(III) fluoride,Molybdenum trifluoride,MoF3,20193-58-2,152.94,yel-brn hex cry,>600,,4.64,,,Mo,0.627324474534
Molybdenum(IV) fluoride,Molybdenum tetrafluoride,MoF4,23412-45-5,171.93,grn cry,dec,,,,,F,0.441993927554
Molybdenum(IV) fluoride,Molybdenum tetrafluoride,MoF4,23412-45-5,171.93,grn cry,dec,,,,,Mo,0.558006072446
Molybdenum(V) fluoride,Molybdenum pentafluoride,MoF5,13819-84-6,190.93,yel monocl cry,67,213.6,3.5,,,F,0.497517482872
Molybdenum(V) fluoride,Molybdenum pentafluoride,MoF5,13819-84-6,190.93,yel monocl cry,67,213.6,3.5,,,Mo,0.502482517128
Molybdenum(VI) fluoride,Molybdenum hexafluoride,MoF6,7783-77-9,209.93,wh cub cry or col liq; hyg,17.5,34.0,2.54,,,F,0.54299143323
Molybdenum(VI) fluoride,Molybdenum hexafluoride,MoF6,7783-77-9,209.93,wh cub cry or col liq; hyg,17.5,34.0,2.54,,,Mo,0.45700856677
Molybdenum(IV) iodide,Molydenum tetraiodide,MoI4,14055-76-6,603.56,blk cry,dec 100,,,,,I,0.841042585675
Molybdenum(IV) iodide,Molydenum tetraiodide,MoI4,14055-76-6,603.56,blk cry,dec 100,,,,,Mo,0.158957414325
Molybdenum(II) iodide,Molybdenum diiodide,MoI2,14055-74-4,349.75,blk hyg cry,700,,5.28,,,I,0.725688947049
Molybdenum(II) iodide,Molybdenum diiodide,MoI2,14055-74-4,349.75,blk hyg cry,700,,5.28,,,Mo,0.274311052951
Molybdenum(III) iodide,Molybdenum triiodide,MoI3,14055-75-5,476.65,blk solid,927,,,,,I,0.798721674938
Molybdenum(III) iodide,Molybdenum triiodide,MoI3,14055-75-5,476.65,blk solid,927,,,,,Mo,0.201278325062
Molybdenum(VI) metaphosphate,Molybdenum metaphosphate,Mo(PO3)6,133863-98-6,569.77,yel powder,,,3.28,,,Mo,0.168383210111
Molybdenum(VI) metaphosphate,Molybdenum metaphosphate,Mo(PO3)6,133863-98-6,569.77,yel powder,,,3.28,,,O,0.505446591341
Molybdenum(VI) metaphosphate,Molybdenum metaphosphate,Mo(PO3)6,133863-98-6,569.77,yel powder,,,3.28,,,P,0.326170198547
Molybdenum nitride (MoN),,MoN,12033-19-1,109.95,hex cry,1750,,9.20,,,Mo,0.872604634791
Molybdenum nitride (MoN),,MoN,12033-19-1,109.95,hex cry,1750,,9.20,,,N,0.127395365209
Molybdenum nitride (Mo2N),,Mo2N,12033-31-7,205.89,gray cub cry,790 dec,,9.46,,,Mo,0.931968893571
Molybdenum nitride (Mo2N),,Mo2N,12033-31-7,205.89,gray cub cry,790 dec,,9.46,,,N,0.0680311064289
Molybdenum(III) oxide,Molybdenum sesquioxide,Mo2O3,1313-29-7,239.88,gray-blk powder,,,,,,Mo,0.799905952271
Molybdenum(III) oxide,Molybdenum sesquioxide,Mo2O3,1313-29-7,239.88,gray-blk powder,,,,,,O,0.200094047729
Molybdenum(IV) oxide,Molybdenum dioxide,MoO2,18868-43-4,127.94,brn-viol tetr cry,≈1800 dec,,6.47,,,Mo,0.749889791056
Molybdenum(IV) oxide,Molybdenum dioxide,MoO2,18868-43-4,127.94,brn-viol tetr cry,≈1800 dec,,6.47,,,O,0.250110208944
Molybdenum(VI) oxide,Molybdenum trioxide,MoO3,1313-27-5,143.94,wh-yel rhomb cry,802,1155,4.70,0.142,,Mo,0.666536055057
Molybdenum(VI) oxide,Molybdenum trioxide,MoO3,1313-27-5,143.94,wh-yel rhomb cry,802,1155,4.70,0.142,,O,0.333463944943
Molybdenum(VI) oxytetrachloride,,MoOCl4,13814-75-0,253.75,grn hyg powder,105,159,,,,Cl,0.558861941254
Molybdenum(VI) oxytetrachloride,,MoOCl4,13814-75-0,253.75,grn hyg powder,105,159,,,,Mo,0.378086583956
Molybdenum(VI) oxytetrachloride,,MoOCl4,13814-75-0,253.75,grn hyg powder,105,159,,,,O,0.0630514747899
Molybdenum(VI) oxytetrafluoride,,MoOF4,14459-59-7,187.93,volatile solid,97.2,186.0,,,,F,0.404365426105
Molybdenum(VI) oxytetrafluoride,,MoOF4,14459-59-7,187.93,volatile solid,97.2,186.0,,,,Mo,0.510501048063
Molybdenum(VI) oxytetrafluoride,,MoOF4,14459-59-7,187.93,volatile solid,97.2,186.0,,,,O,0.0851335258326
Molybdenum(V) oxytrichloride,Molybdenum trichloride oxide,MoOCl3,13814-74-9,218.3,blk monocl cry,310,subl,,,,Cl,0.487218412961
Molybdenum(V) oxytrichloride,Molybdenum trichloride oxide,MoOCl3,13814-74-9,218.3,blk monocl cry,310,subl,,,,Mo,0.439490165755
Molybdenum(V) oxytrichloride,Molybdenum trichloride oxide,MoOCl3,13814-74-9,218.3,blk monocl cry,310,subl,,,,O,0.0732914212839
Molybdenum phosphide,,MoP,12163-69-8,126.91,blk hex cry,,,7.34,,,Mo,0.755946388225
Molybdenum phosphide,,MoP,12163-69-8,126.91,blk hex cry,,,7.34,,,P,0.244053611775
Molybdenum(IV) selenide,Molybdenum diselenide,MoSe2,12058-18-3,253.86,gray hex cry,>1200,,6.90,,,Mo,0.377924840463
Molybdenum(IV) selenide,Molybdenum diselenide,MoSe2,12058-18-3,253.86,gray hex cry,>1200,,6.90,,,Se,0.622075159537
Molybdenum silicide (MoSi2),Molybdenum disilicide,MoSi2,12136-78-6,152.11,gray tetr cry,≈1900,,6.2,,,Mo,0.630723616307
Molybdenum silicide (MoSi2),Molybdenum disilicide,MoSi2,12136-78-6,152.11,gray tetr cry,≈1900,,6.2,,,Si,0.369276383693
Molybdenum(IV) sulfide,Molybdenite,MoS2,1317-33-5,160.07,blk powder or hex cry,1750,,5.06,,,Mo,0.599362778784
Molybdenum(IV) sulfide,Molybdenite,MoS2,1317-33-5,160.07,blk powder or hex cry,1750,,5.06,,,S,0.400637221216
Molybdenum(VI) sulfide,,MoS3,12033-29-3,192.14,blk solid,350 dec,,,,,Mo,0.499336404091
Molybdenum(VI) sulfide,,MoS3,12033-29-3,192.14,blk solid,350 dec,,,,,S,0.500663595909
Molybdenum(IV) telluride,Molybdenum ditelluride,MoTe2,12058-20-7,351.14,gray hex cry,,,7.7,,,Mo,0.273224354958
Molybdenum(IV) telluride,Molybdenum ditelluride,MoTe2,12058-20-7,351.14,gray hex cry,,,7.7,,,Te,0.726775645042
Molybdophosphoric acid,Phosphomolybdic acid,H3P(Mo3O10)4,51429-74-4,1825.25,bright yel cry,,,,,,H,0.00165665748026
Molybdophosphoric acid,Phosphomolybdic acid,H3P(Mo3O10)4,51429-74-4,1825.25,bright yel cry,,,,,,Mo,0.630750713958
Molybdophosphoric acid,Phosphomolybdic acid,H3P(Mo3O10)4,51429-74-4,1825.25,bright yel cry,,,,,,O,0.350623062084
Molybdophosphoric acid,Phosphomolybdic acid,H3P(Mo3O10)4,51429-74-4,1825.25,bright yel cry,,,,,,P,0.0169695664786
Neodymium,,Nd,7440-00-8,144.242,silv metal; hex,1016,3074,7.01,,,Nd,1.0
Neodymium(II) acetate,,Nd(C2H3O2)3,6192-13-8,321.373,red-purp cry,,,,,,C,0.224237762065
Neodymium(II) acetate,,Nd(C2H3O2)3,6192-13-8,321.373,red-purp cry,,,,,,H,0.0282271070665
Neodymium(II) acetate,,Nd(C2H3O2)3,6192-13-8,321.373,red-purp cry,,,,,,Nd,0.448829006299
Neodymium(II) acetate,,Nd(C2H3O2)3,6192-13-8,321.373,red-purp cry,,,,,,O,0.29870612457
Neodymium boride,,NdB6,12008-23-0,209.108,blk cub cry,2610,,4.93,,,B,0.310203339901
Neodymium boride,,NdB6,12008-23-0,209.108,blk cub cry,2610,,4.93,,,Nd,0.689796660099
Neodymium(III) bromate nonahydrate,,Nd(BrO3)3+9H2O,15162-92-2,690.086,red hex cry,66 dec,,,,,Br,0.34736534043
Neodymium(III) bromate nonahydrate,,Nd(BrO3)3+9H2O,15162-92-2,690.086,red hex cry,66 dec,,,,,H,0.0262908055592
Neodymium(III) bromate nonahydrate,,Nd(BrO3)3+9H2O,15162-92-2,690.086,red hex cry,66 dec,,,,,Nd,0.209020288656
Neodymium(III) bromate nonahydrate,,Nd(BrO3)3+9H2O,15162-92-2,690.086,red hex cry,66 dec,,,,,O,0.417323565354
Neodymium(III) bromide,,NdBr3,13536-80-6,383.954,viol orth cry; hyg,682,1540,5.3,,,Br,0.624324788907
Neodymium(III) bromide,,NdBr3,13536-80-6,383.954,viol orth cry; hyg,682,1540,5.3,,,Nd,0.375675211093
Neodymium(III) chloride,,NdCl3,10024-93-8,250.601,viol hex cry,759,1600,4.13,10025.0,,Cl,0.424415704646
Neodymium(III) chloride,,NdCl3,10024-93-8,250.601,viol hex cry,759,1600,4.13,10025.0,,Nd,0.575584295354
Neodymium(II) chloride,,NdCl2,25469-93-6,215.148,grn hyg solid,841,,,,,Cl,0.329568483091
Neodymium(II) chloride,,NdCl2,25469-93-6,215.148,grn hyg solid,841,,,,,Nd,0.670431516909
Neodymium(III) chloride hexahydrate,,NdCl3+6H2O,13477-89-9,358.692,purp cry,124 dec,,2.3,10025.0,,Cl,0.29651845697
Neodymium(III) chloride hexahydrate,,NdCl3+6H2O,13477-89-9,358.692,purp cry,124 dec,,2.3,10025.0,,H,0.0337204539552
Neodymium(III) chloride hexahydrate,,NdCl3+6H2O,13477-89-9,358.692,purp cry,124 dec,,2.3,10025.0,,Nd,0.402132544216
Neodymium(III) chloride hexahydrate,,NdCl3+6H2O,13477-89-9,358.692,purp cry,124 dec,,2.3,10025.0,,O,0.267628544859
Neodymium(III) fluoride,,NdF3,13709-42-7,201.237,viol hex cry; hyg,1377,2300,6.51,,,F,0.283224010675
Neodymium(III) fluoride,,NdF3,13709-42-7,201.237,viol hex cry; hyg,1377,2300,6.51,,,Nd,0.716775989325
Neodymium(III) hydroxide,,Nd(OH)3,16469-17-3,195.264,blue solid,dec 210,,,,,H,0.0154858022487
Neodymium(III) hydroxide,,Nd(OH)3,16469-17-3,195.264,blue solid,dec 210,,,,,Nd,0.738702398937
Neodymium(III) hydroxide,,Nd(OH)3,16469-17-3,195.264,blue solid,dec 210,,,,,O,0.245811798815
Neodymium(III) iodide,,NdI3,13813-24-6,524.955,grn orth cry; hyg,787,,5.85,,,I,0.725229996201
Neodymium(III) iodide,,NdI3,13813-24-6,524.955,grn orth cry; hyg,787,,5.85,,,Nd,0.274770003799
Neodymium(III) nitrate,,Nd(NO3)3,10045-95-1,330.257,viol hyg. cry,,,,15225.0,,N,0.127234663218
Neodymium(III) nitrate,,Nd(NO3)3,10045-95-1,330.257,viol hyg. cry,,,,15225.0,,Nd,0.436757225516
Neodymium(III) nitrate,,Nd(NO3)3,10045-95-1,330.257,viol hyg. cry,,,,15225.0,,O,0.436008111266
Neodymium(III) nitrate hexahydrate,,Nd(NO3)3+6H2O,14517-29-4,438.348,purp hyg cry,,,,15225.0,,H,0.0275928474972
Neodymium(III) nitrate hexahydrate,,Nd(NO3)3+6H2O,14517-29-4,438.348,purp hyg cry,,,,15225.0,,N,0.0958600554198
Neodymium(III) nitrate hexahydrate,,Nd(NO3)3+6H2O,14517-29-4,438.348,purp hyg cry,,,,15225.0,,Nd,0.329057905951
Neodymium(III) nitrate hexahydrate,,Nd(NO3)3+6H2O,14517-29-4,438.348,purp hyg cry,,,,15225.0,,O,0.547489191131
Neodymium nitride,,NdN,25764-11-8,158.249,blk cub cry,,,7.69,,,N,0.0885106797086
Neodymium nitride,,NdN,25764-11-8,158.249,blk cub cry,,,7.69,,,Nd,0.911489320291
Neodymium(III) oxide,Neodymia,Nd2O3,1313-97-9,336.482,blue hex cry; hyg,2233,3760,7.24,,,Nd,0.857352929813
Neodymium(III) oxide,Neodymia,Nd2O3,1313-97-9,336.482,blue hex cry; hyg,2233,3760,7.24,,,O,0.142647070187
Neodymium(III) sulfate,,Nd2(SO4)3,13477-91-3,576.672,pink needles,≈700 dec,,,7.12,,Nd,0.500256818523
Neodymium(III) sulfate,,Nd2(SO4)3,13477-91-3,576.672,pink needles,≈700 dec,,,7.12,,O,0.332932527653
Neodymium(III) sulfate,,Nd2(SO4)3,13477-91-3,576.672,pink needles,≈700 dec,,,7.12,,S,0.166810653824
