Name,Synonym,Formula,CAS,MW,form,Melting point,Boiling point,density,Solubility in 100 mL of water,Target,mass_frac
Strontium iodate,,Sr(IO3)2,13470-01-4,437.43,tricl cry,,,5.045,0.16525,O,0.219457793643
Strontium iodate,,Sr(IO3)2,13470-01-4,437.43,tricl cry,,,5.045,0.16525,Sr,0.200308468641
Strontium iodide,,SrI2,10476-86-5,341.43,wh hyg cry,538,1773 dec,4.55,17725.0,I,0.743372661966
Strontium iodide,,SrI2,10476-86-5,341.43,wh hyg cry,538,1773 dec,4.55,17725.0,Sr,0.256627338034
Strontium niobate,,SrNb2O6,12034-89-8,369.43,monocl cry,1225,,5.11,,Nb,0.502972640276
Strontium niobate,,SrNb2O6,12034-89-8,369.43,monocl cry,1225,,5.11,,O,0.259850630091
Strontium niobate,,SrNb2O6,12034-89-8,369.43,monocl cry,1225,,5.11,,Sr,0.237176729633
Strontium nitrate,,Sr(NO3)2,10042-76-9,211.63,wh cub cry,570,,2.99,80.225,N,0.132369826934
Strontium nitrate,,Sr(NO3)2,10042-76-9,211.63,wh cub cry,570,,2.99,80.225,O,0.453605305113
Strontium nitrate,,Sr(NO3)2,10042-76-9,211.63,wh cub cry,570,,2.99,80.225,Sr,0.414024867953
Strontium nitrite,,Sr(NO2)2,13470-06-9,179.63,wh-yel hyg needles,240 dec,,2.8,72.13,N,0.155949696879
Strontium nitrite,,Sr(NO2)2,13470-06-9,179.63,wh-yel hyg needles,240 dec,,2.8,72.13,O,0.356272581013
Strontium nitrite,,Sr(NO2)2,13470-06-9,179.63,wh-yel hyg needles,240 dec,,2.8,72.13,Sr,0.487777722108
Strontium oxide,Strontia,SrO,1314-11-0,103.62,col cub cry,2531,,5.1,,O,0.154405449173
Strontium oxide,Strontia,SrO,1314-11-0,103.62,col cub cry,2531,,5.1,,Sr,0.845594550827
Strontium peroxide,,SrO2,1314-18-7,119.62,wh tetr cry; unstab,215 dec,,4.78,,O,0.267506445475
Strontium peroxide,,SrO2,1314-18-7,119.62,wh tetr cry; unstab,215 dec,,4.78,,Sr,0.732493554525
Strontium selenate,,SrSeO4,7446-21-1,230.58,orth cry,,,4.25,0.1152,O,0.277553413688
Strontium selenate,,SrSeO4,7446-21-1,230.58,orth cry,,,4.25,0.1152,Se,0.342444365801
Strontium selenate,,SrSeO4,7446-21-1,230.58,orth cry,,,4.25,0.1152,Sr,0.380002220511
Strontium sulfate,Celestite,SrSO4,7759-02-6,183.68,wh orth cry,1606,,3.96,0.013525,O,0.348414057728
Strontium sulfate,Celestite,SrSO4,7759-02-6,183.68,wh orth cry,1606,,3.96,0.013525,S,0.17456743317
Strontium sulfate,Celestite,SrSO4,7759-02-6,183.68,wh orth cry,1606,,3.96,0.013525,Sr,0.477018509102
Strontium sulfide,,SrS,1314-96-1,119.69,gray cub cry,2226,,3.7,,S,0.267911601287
Strontium sulfide,,SrS,1314-96-1,119.69,gray cub cry,2226,,3.7,,Sr,0.732088398713
Sulfamic acid,Amidosulfonic acid,H2NSO3H,5329-14-6,97.094,orth cry,≈205 dec,,2.15,14.7,H,0.0311433118434
Sulfamic acid,Amidosulfonic acid,H2NSO3H,5329-14-6,97.094,orth cry,≈205 dec,,2.15,14.7,N,0.144259587541
Sulfamic acid,Amidosulfonic acid,H2NSO3H,5329-14-6,97.094,orth cry,≈205 dec,,2.15,14.7,O,0.49434917109
Sulfamic acid,Amidosulfonic acid,H2NSO3H,5329-14-6,97.094,orth cry,≈205 dec,,2.15,14.7,S,0.330247929526
Sulfur (rhombic),α-Sulfur,S,7704-34-9,32.065,yel orth cry,95.3 (trans to monocl),444.61,2.07,,S,1.0
Tantalum,,Ta,7440-25-7,180.948,gray metal; cub,3017,5458,16.4,,Ta,1.0
Tantalum boride,,TaB,12007-07-7,191.759,refrac orth cry,2040,,14.2,,B,0.0563780931553
Tantalum boride,,TaB,12007-07-7,191.759,refrac orth cry,2040,,14.2,,Ta,0.943621906845
Tantalum boride (TaB2),Tantalum diboride,TaB2,12007-35-1,202.57,blk hex cry,3100,,11.2,,B,0.106738474644
Tantalum boride (TaB2),Tantalum diboride,TaB2,12007-35-1,202.57,blk hex cry,3100,,11.2,,Ta,0.893261525356
Tantalum carbide,,TaC,12070-06-3,192.959,gold-brown powder; cub,3880,4780,14.3,,C,0.0622449646966
Tantalum carbide,,TaC,12070-06-3,192.959,gold-brown powder; cub,3880,4780,14.3,,Ta,0.937755035303
Tantalum carbide (Ta2C),,Ta2C,12070-07-4,373.907,refrac hex cry,3327,,15.1,,C,0.0321222051098
Tantalum carbide (Ta2C),,Ta2C,12070-07-4,373.907,refrac hex cry,3327,,15.1,,Ta,0.96787779489
Tantalum(V) fluoride,Tantalum pentafluoride,TaF5,7783-71-3,275.94,wh monocl cry; hyg,96.9,229.5,4.74,,F,0.344248937457
Tantalum(V) fluoride,Tantalum pentafluoride,TaF5,7783-71-3,275.94,wh monocl cry; hyg,96.9,229.5,4.74,,Ta,0.655751062543
Tantalum hydride,,TaH,13981-95-8,181.956,gray metallic solid,,,15.1,,H,0.00553947656085
Tantalum hydride,,TaH,13981-95-8,181.956,gray metallic solid,,,15.1,,Ta,0.994460523439
Tantalum(V) iodide,Tantalum pentaiodide,TaI5,14693-81-3,815.47,blk hex cry; hyg,496,543,5.8,,I,0.778106087331
Tantalum(V) iodide,Tantalum pentaiodide,TaI5,14693-81-3,815.47,blk hex cry; hyg,496,543,5.8,,Ta,0.221893912669
Tantalum nitride,,TaN,12033-62-4,194.955,blk hex cry,3090,,13.7,,N,0.0718459653525
Tantalum nitride,,TaN,12033-62-4,194.955,blk hex cry,3090,,13.7,,Ta,0.928154034647
Tantalum(IV) oxide,Tantalum dioxide,TaO2,12036-14-5,212.947,tetr cry,,,10,,O,0.150266724046
Tantalum(IV) oxide,Tantalum dioxide,TaO2,12036-14-5,212.947,tetr cry,,,10,,Ta,0.849733275954
Tantalum(V) oxide,Tantalum pentoxide,Ta2O5,1314-61-0,441.893,wh rhomb cry or powder,1875,,8.24,,O,0.181032610718
Tantalum(V) oxide,Tantalum pentoxide,Ta2O5,1314-61-0,441.893,wh rhomb cry or powder,1875,,8.24,,Ta,0.818967389282
Tantalum(IV) sulfide,Tantalum disulfide,TaS2,12143-72-5,245.078,blk hex cry,>3000,,6.86,,S,0.261671922411
Tantalum(IV) sulfide,Tantalum disulfide,TaS2,12143-72-5,245.078,blk hex cry,>3000,,6.86,,Ta,0.738328077589
Technetium,,Tc,7440-26-8,98.0,hex cry,2157,4265,11,,Tc,1.0
Technetium(VI) fluoride,Technetium hexafluoride,TcF6,13842-93-8,212.0,yel cub cry,37.4,55.3,3,,F,0.5379504481
Technetium(VI) fluoride,Technetium hexafluoride,TcF6,13842-93-8,212.0,yel cub cry,37.4,55.3,3,,Tc,0.4620495519
Telluric(VI) acid,Orthotelluric acid,H6TeO6,7803-68-1,229.64,wh monocl cry,136,,3.07,50.13,H,0.0263348441353
Telluric(VI) acid,Orthotelluric acid,H6TeO6,7803-68-1,229.64,wh monocl cry,136,,3.07,50.13,O,0.418022605768
Telluric(VI) acid,Orthotelluric acid,H6TeO6,7803-68-1,229.64,wh monocl cry,136,,3.07,50.13,Te,0.555642550096
Tellurium,,Te,13494-80-9,127.6,gray-wh rhomb cry,449.51,988,6.232,,Te,1.0
Tellurium dioxide,Tellurite,TeO2,7446-07-3,159.6,wh orth cry,733,1245,5.9,,O,0.200495241819
Tellurium dioxide,Tellurite,TeO2,7446-07-3,159.6,wh orth cry,733,1245,5.9,,Te,0.799504758181
Tellurium tetraiodide,,TeI4,7790-48-9,635.22,blk orth cry,280,,5.05,,I,0.799124042289
Tellurium tetraiodide,,TeI4,7790-48-9,635.22,blk orth cry,280,,5.05,,Te,0.200875957711
Tellurium trioxide,,TeO3,13451-18-8,175.6,yel-oran cry,430,,5.07,,O,0.273341070694
Tellurium trioxide,,TeO3,13451-18-8,175.6,yel-oran cry,430,,5.07,,Te,0.726658929306
Tellurous acid,,H2TeO3,10049-23-7,177.61,wh cry,40 dec,,3,,H,0.0113497758736
Tellurous acid,,H2TeO3,10049-23-7,177.61,wh cry,40 dec,,3,,O,0.270238710805
Tellurous acid,,H2TeO3,10049-23-7,177.61,wh cry,40 dec,,3,,Te,0.718411513321
Terbium,,Tb,7440-27-9,158.925,silv metal; hex,1359,3230,8.23,,Tb,1.0
Terbium(III) iodide,,TbI3,13813-40-6,539.638,hex cry; hyg,955,,≈5.2,,I,0.705496784553
Terbium(III) iodide,,TbI3,13813-40-6,539.638,hex cry; hyg,955,,≈5.2,,Tb,0.294503215447
Terbium nitride,,TbN,12033-64-6,172.932,cub cry,,,9.55,,N,0.0809953967469
Terbium nitride,,TbN,12033-64-6,172.932,cub cry,,,9.55,,Tb,0.919004603253
Terbium(III) oxide,Terbia,Tb2O3,12036-41-8,365.849,wh cub cry,2303,,7.91,,O,0.131196786433
Terbium(III) oxide,Terbia,Tb2O3,12036-41-8,365.849,wh cub cry,2303,,7.91,,Tb,0.868803213567
Terbium(III) sulfide,,Tb2S3,12138-11-3,414.046,cub cry,,,6.35,,S,0.232329426438
Terbium(III) sulfide,,Tb2S3,12138-11-3,414.046,cub cry,,,6.35,,Tb,0.767670573562
Tetraiodosilane,Silicon tetraiodide,SiI4,13465-84-4,535.704,wh powder,120.5,287.35,4.1,,I,0.947572666053
Tetraiodosilane,Silicon tetraiodide,SiI4,13465-84-4,535.704,wh powder,120.5,287.35,4.1,,Si,0.0524273339474
Thallium,,Tl,7440-28-0,204.383,soft blue-wh metal,304,1473,11.8,,Tl,1.0
Thallium(I) carbonate,Thallous carbonate,Tl2CO3,6533-73-9,468.776,wh monocl cry,273,,7.11,4.692,C,0.0256214328607
Thallium(I) carbonate,Thallous carbonate,Tl2CO3,6533-73-9,468.776,wh monocl cry,273,,7.11,4.692,O,0.102390589952
Thallium(I) carbonate,Thallous carbonate,Tl2CO3,6533-73-9,468.776,wh monocl cry,273,,7.11,4.692,Tl,0.871987977187
Thallium(I) chlorate,Thallous chlorate,TlClO3,13453-30-0,287.834,col hex cry,dec 500,,5.5,3.922,Cl,0.123171475275
Thallium(I) chlorate,Thallous chlorate,TlClO3,13453-30-0,287.834,col hex cry,dec 500,,5.5,3.922,O,0.166756243605
Thallium(I) chlorate,Thallous chlorate,TlClO3,13453-30-0,287.834,col hex cry,dec 500,,5.5,3.922,Tl,0.71007228112
Thallium(I) cyanide,Thallous cyanide,TlCN,13453-34-4,230.401,wh hex plates,,,6.523,,C,0.0521296159256
Thallium(I) cyanide,Thallous cyanide,TlCN,13453-34-4,230.401,wh hex plates,,,6.523,,N,0.0607927840497
Thallium(I) cyanide,Thallous cyanide,TlCN,13453-34-4,230.401,wh hex plates,,,6.523,,Tl,0.887077600025
Thallium(I) fluoride,Thallous fluoride,TlF,7789-27-7,223.381,wh orth cry,326,826,8.36,24525.0,F,0.0850490569632
Thallium(I) fluoride,Thallous fluoride,TlF,7789-27-7,223.381,wh orth cry,326,826,8.36,24525.0,Tl,0.914950943037
Thallium(III) fluoride,Thallic fluoride,TlF3,7783-57-5,261.378,wh orth cry; hyg,550 dec,,8.65,,F,0.218056219263
Thallium(III) fluoride,Thallic fluoride,TlF3,7783-57-5,261.378,wh orth cry; hyg,550 dec,,8.65,,Tl,0.781943780737
Thallium(I) formate,Thallous formate,TlCHO2,992-98-3,249.401,hyg col needles,101,,4.97,,C,0.0481582372209
Thallium(I) formate,Thallous formate,TlCHO2,992-98-3,249.401,hyg col needles,101,,4.97,,H,0.00404144751134
Thallium(I) formate,Thallous formate,TlCHO2,992-98-3,249.401,hyg col needles,101,,4.97,,O,0.128302746816
Thallium(I) formate,Thallous formate,TlCHO2,992-98-3,249.401,hyg col needles,101,,4.97,,Tl,0.819497568451
Thallium(I) hexafluorophosphate,Thallous hexafluorophosphate,TlPF6,60969-19-9,349.347,wh cub cry,,,4.6,,F,0.326295237076
Thallium(I) hexafluorophosphate,Thallous hexafluorophosphate,TlPF6,60969-19-9,349.347,wh cub cry,,,4.6,,P,0.0886617584693
Thallium(I) hexafluorophosphate,Thallous hexafluorophosphate,TlPF6,60969-19-9,349.347,wh cub cry,,,4.6,,Tl,0.585043004455
Thallium(I) hydroxide,Thallous hydroxide,TlOH,12026-06-1,221.39,yel needles,139 dec,,7.44,34.318,H,0.00455276700045
Thallium(I) hydroxide,Thallous hydroxide,TlOH,12026-06-1,221.39,yel needles,139 dec,,7.44,34.318,O,0.0722677345348
Thallium(I) hydroxide,Thallous hydroxide,TlOH,12026-06-1,221.39,yel needles,139 dec,,7.44,34.318,Tl,0.923179498465
Thallium(I) iodide,Thallous iodide,TlI,7790-30-9,331.287,yel cry powder,441.7,824,7.1,0.00852,I,0.383064155975
Thallium(I) iodide,Thallous iodide,TlI,7790-30-9,331.287,yel cry powder,441.7,824,7.1,0.00852,Tl,0.616935844025
Thallium(I) nitrate,Thallous nitrate,TlNO3,10102-45-1,266.388,wh cry,206,450 dec,5.55,9.552,N,0.0525800316981
Thallium(I) nitrate,Thallous nitrate,TlNO3,10102-45-1,266.388,wh cry,206,450 dec,5.55,9.552,O,0.180181404432
Thallium(I) nitrate,Thallous nitrate,TlNO3,10102-45-1,266.388,wh cry,206,450 dec,5.55,9.552,Tl,0.76723856387
Thallium(I) nitrite,Thallous nitrite,TlNO2,13826-63-6,250.389,yel cub cry,186,,5.7,32.125,N,0.0559398024193
Thallium(I) nitrite,Thallous nitrite,TlNO2,13826-63-6,250.389,yel cub cry,186,,5.7,32.125,O,0.127796450959
Thallium(I) nitrite,Thallous nitrite,TlNO2,13826-63-6,250.389,yel cub cry,186,,5.7,32.125,Tl,0.816263746621
Thallium(I) oxalate,Thallous oxalate,Tl2C2O4,30737-24-7,496.786,wh powder,,,6.31,1.832,C,0.0483536559836
Thallium(I) oxalate,Thallous oxalate,Tl2C2O4,30737-24-7,496.786,wh powder,,,6.31,1.832,O,0.128823379744
Thallium(I) oxalate,Thallous oxalate,Tl2C2O4,30737-24-7,496.786,wh powder,,,6.31,1.832,Tl,0.822822964273
Thallium(I) oxide,Thallous oxide,Tl2O,1314-12-1,424.766,blk rhomb cry; hyg,579,≈1080,9.52,,O,0.0376663857277
Thallium(I) oxide,Thallous oxide,Tl2O,1314-12-1,424.766,blk rhomb cry; hyg,579,≈1080,9.52,,Tl,0.962333614272
Thallium(III) oxide,Thallic oxide,Tl2O3,1314-32-5,456.765,brn cub cry,834,,10.2,,O,0.105082966113
Thallium(III) oxide,Thallic oxide,Tl2O3,1314-32-5,456.765,brn cub cry,834,,10.2,,Tl,0.894917033887
Thallium(I) perchlorate,Thallous perchlorate,TlClO4,13453-40-2,303.834,col orth cry,501,,4.89,19.73,Cl,0.116685465315
Thallium(I) perchlorate,Thallous perchlorate,TlClO4,13453-40-2,303.834,col orth cry,501,,4.89,19.73,O,0.210633507321
Thallium(I) perchlorate,Thallous perchlorate,TlClO4,13453-40-2,303.834,col orth cry,501,,4.89,19.73,Tl,0.672681027364
Thallium(I) selenate,Thallous selenate,Tl2SeO4,7446-22-2,551.73,orth cry,>400,,6.875,2.82,O,0.11599563695
Thallium(I) selenate,Thallous selenate,Tl2SeO4,7446-22-2,551.73,orth cry,>400,,6.875,2.82,Se,0.1431149839
Thallium(I) selenate,Thallous selenate,Tl2SeO4,7446-22-2,551.73,orth cry,>400,,6.875,2.82,Tl,0.74088937915
Thallium(I) sulfate,Thallous sulfate,Tl2SO4,7446-18-6,504.83,wh rhomb prisms,632,,6.77,5.4725,O,0.126770796935
Thallium(I) sulfate,Thallous sulfate,Tl2SO4,7446-18-6,504.83,wh rhomb prisms,632,,6.77,5.4725,S,0.063516531928
Thallium(I) sulfate,Thallous sulfate,Tl2SO4,7446-18-6,504.83,wh rhomb prisms,632,,6.77,5.4725,Tl,0.809712671137
Thallium(I) sulfide,Thallous sulfide,Tl2S,1314-97-2,440.832,blue-blk cry,457,1367,8.39,0.022,S,0.0727375260757
Thallium(I) sulfide,Thallous sulfide,Tl2S,1314-97-2,440.832,blue-blk cry,457,1367,8.39,0.022,Tl,0.927262473924
Thorium,,Th,7440-29-1,232.038,soft gray-wh metal; cub,1750,4788,11.7,,Th,1.0
Thorium boride,Thorium hexaboride,ThB6,12229-63-9,296.904,refrac solid,2450,,6.99,,B,0.218474614325
Thorium boride,Thorium hexaboride,ThB6,12229-63-9,296.904,refrac solid,2450,,6.99,,Th,0.781525385675
Thorium carbide,,ThC,12012-16-7,244.049,cub cry,2500,,10.6,,C,0.0492143455267
Thorium carbide,,ThC,12012-16-7,244.049,cub cry,2500,,10.6,,Th,0.950785654473
Thorium dicarbide,,ThC2,12071-31-7,256.059,yel monocl cry,≈2650,,9,,C,0.0938118044926
Thorium dicarbide,,ThC2,12071-31-7,256.059,yel monocl cry,≈2650,,9,,Th,0.906188195507
Thorium(IV) fluoride,Thorium tetrafluoride,ThF4,13709-59-6,308.032,wh monocl cry; hyg,1110,1680,6.1,,F,0.246707139267
Thorium(IV) fluoride,Thorium tetrafluoride,ThF4,13709-59-6,308.032,wh monocl cry; hyg,1110,1680,6.1,,Th,0.753292860733
Thorium hydride,,ThH2,16689-88-6,234.054,tetr cry,,,9.5,,H,0.00861288641413
Thorium hydride,,ThH2,16689-88-6,234.054,tetr cry,,,9.5,,Th,0.991387113586
Thorium nitride,,ThN,12033-65-7,246.045,refrac cub cry,2820,,11.6,,N,0.0569274468597
Thorium nitride,,ThN,12033-65-7,246.045,refrac cub cry,2820,,11.6,,Th,0.94307255314
Thorium(IV) oxide,Thoria,ThO2,1314-20-1,264.037,wh cub cry,3350,4400,10,,O,0.121190654971
Thorium(IV) oxide,Thoria,ThO2,1314-20-1,264.037,wh cub cry,3350,4400,10,,Th,0.878809345029
Thorium(IV) sulfide,,ThS2,12138-07-7,296.168,dark brn cry,1905,,7.3,,S,0.216532464709
Thorium(IV) sulfide,,ThS2,12138-07-7,296.168,dark brn cry,1905,,7.3,,Th,0.783467535291
Thulium,,Tm,7440-30-4,168.934,silv metal; hex,1545,1950,9.32,,Tm,1.0
Thulium(III) oxide,Thulia,Tm2O3,12036-44-1,385.866,grn-wh cub cry,2341,3945,8.6,,O,0.124390650842
Thulium(III) oxide,Thulia,Tm2O3,12036-44-1,385.866,grn-wh cub cry,2341,3945,8.6,,Tm,0.875609349158
Tin(II) acetate,Stannous acetate,Sn(C2H3O2)2,638-39-1,236.799,wh orth cry,183,subl,2.31,,C,0.202885125232
Tin(II) acetate,Stannous acetate,Sn(C2H3O2)2,638-39-1,236.799,wh orth cry,183,subl,2.31,,H,0.0255392316592
Tin(II) acetate,Stannous acetate,Sn(C2H3O2)2,638-39-1,236.799,wh orth cry,183,subl,2.31,,O,0.270262372104
Tin(II) acetate,Stannous acetate,Sn(C2H3O2)2,638-39-1,236.799,wh orth cry,183,subl,2.31,,Sn,0.501313271005
Tin(II) fluoride,Stannous fluoride,SnF2,7783-47-3,156.707,wh monocl cry; hyg,215,850,4.57,,F,0.242470683137
Tin(II) fluoride,Stannous fluoride,SnF2,7783-47-3,156.707,wh monocl cry; hyg,215,850,4.57,,Sn,0.757529316863
Tin(IV) fluoride,Stannic fluoride,SnF4,7783-62-2,194.704,wh tetr cry,442,705 subl,4.78,,F,0.39030407144
Tin(IV) fluoride,Stannic fluoride,SnF4,7783-62-2,194.704,wh tetr cry,442,705 subl,4.78,,Sn,0.60969592856
Tin (gray),,Sn,7440-31-5,118.71,cub cry,trans to wh Sn 13.2,2602,5.769,,Sn,1.0
Tin(II) iodide,Stannous iodide,SnI2,10294-70-9,372.519,red-oran powder,320,714,5.28,0.982,I,0.681331639138
Tin(II) iodide,Stannous iodide,SnI2,10294-70-9,372.519,red-oran powder,320,714,5.28,0.982,Sn,0.318668360862
Tin(IV) iodide,Stannic iodide,SnI4,7790-47-8,626.328,yel-brn cub cry,143,364.35,4.46,,I,0.810466683999
Tin(IV) iodide,Stannic iodide,SnI4,7790-47-8,626.328,yel-brn cub cry,143,364.35,4.46,,Sn,0.189533316001
Tin(II) oxalate,Stannous oxalate,SnC2O4,814-94-8,206.729,wh powder,280 dec,,3.56,,C,0.11619753397
Tin(II) oxalate,Stannous oxalate,SnC2O4,814-94-8,206.729,wh powder,280 dec,,3.56,,O,0.309572435411
Tin(II) oxalate,Stannous oxalate,SnC2O4,814-94-8,206.729,wh powder,280 dec,,3.56,,Sn,0.57423003062
Tin(II) oxide,Stannous monoxide,SnO,21651-19-4,134.709,blue-blk tetr cry,1080 dec,,6.45,,O,0.11876973693
Tin(II) oxide,Stannous monoxide,SnO,21651-19-4,134.709,blue-blk tetr cry,1080 dec,,6.45,,Sn,0.88123026307
Tin(IV) oxide,Cassiterite,SnO2,18282-10-5,150.709,gray tetr cry,1630,,6.85,,O,0.212322040916
Tin(IV) oxide,Cassiterite,SnO2,18282-10-5,150.709,gray tetr cry,1630,,6.85,,Sn,0.787677959084
Tin(II) pyrophosphate,Stannous pyrophosphate,Sn2P2O7,15578-26-4,411.363,wh amorp powder,400 dec,,4.009,,O,0.272255190159
Tin(II) pyrophosphate,Stannous pyrophosphate,Sn2P2O7,15578-26-4,411.363,wh amorp powder,400 dec,,4.009,,P,0.150590780427
Tin(II) pyrophosphate,Stannous pyrophosphate,Sn2P2O7,15578-26-4,411.363,wh amorp powder,400 dec,,4.009,,Sn,0.577154029415
Tin(II) sulfate,Stannous sulfate,SnSO4,7488-55-3,214.773,wh orth cry,378 dec,,4.15,18.819,O,0.297978419966
Tin(II) sulfate,Stannous sulfate,SnSO4,7488-55-3,214.773,wh orth cry,378 dec,,4.15,18.819,S,0.14929744297
Tin(II) sulfate,Stannous sulfate,SnSO4,7488-55-3,214.773,wh orth cry,378 dec,,4.15,18.819,Sn,0.552724137064
Tin(II) sulfide,Stannous sulfide,SnS,1314-95-0,150.775,gray orth cry,881,1210,5.08,,S,0.212667882607
Tin(II) sulfide,Stannous sulfide,SnS,1314-95-0,150.775,gray orth cry,881,1210,5.08,,Sn,0.787332117393
Tin(IV) sulfide,Stannic sulfide,SnS2,1315-01-1,182.84,gold-yel hex cry,600 dec,,4.5,,S,0.350743819733
Tin(IV) sulfide,Stannic sulfide,SnS2,1315-01-1,182.84,gold-yel hex cry,600 dec,,4.5,,Sn,0.649256180267
Tin triphosphide,,Sn4P3,12286-33-8,567.761,wh cry,≈550,,5.2,,P,0.163662596044
Tin triphosphide,,Sn4P3,12286-33-8,567.761,wh cry,≈550,,5.2,,Sn,0.836337403956
Tin (white),,Sn,7440-31-5,118.71,silv tetr cry,231.93,2602,7.287,,Sn,1.0
Titanium,,Ti,7440-32-6,47.867,gray metal; hex,1668,3287,4.506,,Ti,1.0
Titanium boride,,TiB2,12045-63-5,69.489,gray refrac solid; hex,3225,,4.38,,B,0.311157161565
Titanium boride,,TiB2,12045-63-5,69.489,gray refrac solid; hex,3225,,4.38,,Ti,0.688842838435
Titanium carbide,,TiC,12070-08-5,59.878,cub cry,3067,,4.93,,C,0.200587196903
Titanium carbide,,TiC,12070-08-5,59.878,cub cry,3067,,4.93,,Ti,0.799412803097
Titanium(III) fluoride,Titanium trifluoride,TiF3,13470-08-1,104.862,viol hex cry,950 dec,,2.98,,F,0.543524781877
Titanium(III) fluoride,Titanium trifluoride,TiF3,13470-08-1,104.862,viol hex cry,950 dec,,2.98,,Ti,0.456475218123
Titanium(IV) fluoride,Titanium tetrafluoride,TiF4,7783-63-3,123.861,wh hyg powder,377,subl 284,2.798,,F,0.61354139207
Titanium(IV) fluoride,Titanium tetrafluoride,TiF4,7783-63-3,123.861,wh hyg powder,377,subl 284,2.798,,Ti,0.38645860793
Titanium hydride,,TiH2,7704-98-5,49.883,gray-blk powder,≈450 dec,,3.75,,H,0.0404122616818
Titanium hydride,,TiH2,7704-98-5,49.883,gray-blk powder,≈450 dec,,3.75,,Ti,0.959587738318
Titanium(II) iodide,Titanium diiodide,TiI2,13783-07-8,301.676,blk hex cry,dec 400,,5.02,,I,0.841329739455
Titanium(II) iodide,Titanium diiodide,TiI2,13783-07-8,301.676,blk hex cry,dec 400,,5.02,,Ti,0.158670260545
Titanium(IV) iodide,Titanium tetraiodide,TiI4,7720-83-4,555.485,red hyg powder,155,377,4.3,,I,0.913828437599
Titanium(IV) iodide,Titanium tetraiodide,TiI4,7720-83-4,555.485,red hyg powder,155,377,4.3,,Ti,0.0861715624015
Titanium nitride,,TiN,25583-20-4,61.874,yel-brn cub cry,2947,,5.21,,N,0.226375665267
Titanium nitride,,TiN,25583-20-4,61.874,yel-brn cub cry,2947,,5.21,,Ti,0.773624334733
Titanium(II) oxide,Titanium monoxide,TiO,12137-20-1,63.866,yel cub cry,1770,3227,4.95,,O,0.250513572082
Titanium(II) oxide,Titanium monoxide,TiO,12137-20-1,63.866,yel cub cry,1770,3227,4.95,,Ti,0.749486427918
Titanium(III) oxide,Titanium trioxide,Ti2O3,1344-54-3,143.732,blk hex cry,1842,,4.486,,O,0.333941872454
Titanium(III) oxide,Titanium trioxide,Ti2O3,1344-54-3,143.732,blk hex cry,1842,,4.486,,Ti,0.666058127546
"Titanium(III,IV) oxide",Titanium pentoxide,Ti3O5,12065-65-5,223.598,blk monocl cry,1777,,4.24,,O,0.357771536418
"Titanium(III,IV) oxide",Titanium pentoxide,Ti3O5,12065-65-5,223.598,blk monocl cry,1777,,4.24,,Ti,0.642228463582
Titanium(IV) oxide (anatase),Anatase,TiO2,1317-70-0,79.866,brn tetr cry,1560,,3.9,,O,0.400657102289
Titanium(IV) oxide (anatase),Anatase,TiO2,1317-70-0,79.866,brn tetr cry,1560,,3.9,,Ti,0.599342897711
Titanium(IV) oxide (brookite),Brookite,TiO2,12188-41-9,79.866,wh orth cry,,,4.17,,O,0.400657102289
Titanium(IV) oxide (brookite),Brookite,TiO2,12188-41-9,79.866,wh orth cry,,,4.17,,Ti,0.599342897711
Titanium(IV) oxide (rutile),Rutile,TiO2,1317-80-2,79.866,wh tetr cry,1843,≈3000,4.17,,O,0.400657102289
Titanium(IV) oxide (rutile),Rutile,TiO2,1317-80-2,79.866,wh tetr cry,1843,≈3000,4.17,,Ti,0.599342897711
Titanium phosphide,,TiP,12037-65-9,78.841,gray hex cry,1990,,4.08,,P,0.392864822895
Titanium phosphide,,TiP,12037-65-9,78.841,gray hex cry,1990,,4.08,,Ti,0.607135177105
Titanium(II) sulfide,Titanium monosulfide,TiS,12039-07-5,79.932,brn hex cry,1927,,3.85,,S,0.401153480458
Titanium(II) sulfide,Titanium monosulfide,TiS,12039-07-5,79.932,brn hex cry,1927,,3.85,,Ti,0.598846519542
Titanium(III) sulfide,Titanium trisulfide,Ti2S3,12039-16-6,191.929,blk hex cry,,,3.56,,S,0.50120096494
Titanium(III) sulfide,Titanium trisulfide,Ti2S3,12039-16-6,191.929,blk hex cry,,,3.56,,Ti,0.49879903506
Titanium(IV) sulfide,Titanium disulfide,TiS2,12039-13-3,111.997,yel-brn hex cry; hyg,,,3.37,,S,0.572604623338
Titanium(IV) sulfide,Titanium disulfide,TiS2,12039-13-3,111.997,yel-brn hex cry; hyg,,,3.37,,Ti,0.427395376662
Tungsten,Wolfram,W,7440-33-7,183.84,gray-wh metal; cub,3422,5555,19.3,,W,1.0
Tungsten boride,,WB,12007-09-9,194.65,blk refrac powder,2665,,15.2,,B,0.0555404287674
Tungsten boride,,WB,12007-09-9,194.65,blk refrac powder,2665,,15.2,,W,0.944459571233
Tungsten boride (W2B),,W2B,12007-10-2,378.49,refrac blk powder,2670,,16,,B,0.0285634268714
Tungsten boride (W2B),,W2B,12007-10-2,378.49,refrac blk powder,2670,,16,,W,0.971436573129
Tungsten boride (W2B5),Tungsten pentaboride,W2B5,12007-98-6,421.74,refrac solid,2370,,11,,B,0.128172904786
